"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"34013","Essex County, NJ",".",".","83","26",".",".",".",".",".","40","14.4",".",".","."
"34015","Gloucester County, NJ",".",".",".",".","0.11","0.091","35","17","5","32","14.2",".",".","."
"34017","Hudson County, NJ","4.8","2.8","74","22","0.12","0.091","64","29","8","44","17.4","66","30","."
"34019","Hunterdon County, NJ",".",".",".",".","0.11","0.092",".",".",".",".",".",".",".","."
"34021","Mercer County, NJ",".",".","55","16","0.11","0.089",".",".",".","34","13","59","26","."
"34023","Middlesex County, NJ","3","1.9","65","18","0.13","0.092","40","21","4","34","13.4",".",".","."
"34025","Monmouth County, NJ","3.9","1.9",".",".","0.12","0.088",".",".",".",".",".",".",".","."
"34027","Morris County, NJ","2.8","1.8","46","11","0.1","0.081","36","18","4","33","12.5",".",".","."
"34029","Ocean County, NJ",".",".",".",".","0.14","0.101",".",".",".","32","11.8",".",".","."
"34031","Passaic County, NJ",".",".",".",".","0.1","0.088",".",".",".","41","13.4",".",".","."
"34039","Union County, NJ","4.6","3.4","82","32",".",".","56","27","7","43","16.8",".",".","."
"34041","Warren County, NJ",".",".",".",".",".",".",".",".",".","34","13.7",".",".","."
"35001","Bernalillo County, NM","4.3","3.1","51","16","0.09","0.077",".",".",".","21","7","271","42","."
"35003","Catron County, NM",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35005","Chaves County, NM",".",".",".",".",".",".",".",".",".","17","6.6","31","16","."
"35013","Dona Ana County, NM","3.1","2.3","48","10","0.1","0.076","8","2","0","36","9.8","235","49","."
"35015","Eddy County, NM",".",".","30","5","0.08","0.067","7","1","0",".",".",".",".","."
"35017","Grant County, NM",".",".",".",".","0.08","0.071","5","1","0","12","5.8","31","18","."
"35025","Lea County, NM",".",".","45","7","0.09","0.074",".",".",".","18","7.2","36","20","."
"35027","Lincoln County, NM",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35028","Los Alamos County, NM",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35029","Luna County, NM",".",".",".",".",".",".",".",".",".",".",".","50","22","."
"35039","Rio Arriba County, NM",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35043","Sandoval County, NM","3","1.3","48","9","0.09","0.076",".",".",".","43","11.3","162","54","."
"35045","San Juan County, NM",".",".","49","18","0.09","0.075","82","13","2","11","5.5","27","15","."
"35049","Santa Fe County, NM","3","1.4",".",".",".",".",".",".",".","9","4.5","35","14","."
"35053","Socorro County, NM",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35055","Taos County, NM",".",".",".",".",".",".",".",".",".",".",".","46","22","."
"36001","Albany County, NY","1.9","1.4",".",".","0.1","0.08","25","21","5","36","12.4",".",".","."
"36005","Bronx County, NY","3.5","2.2","82","29","0.11","0.077","74","42","11","42","16.9","29","19","."
"36013","Chautauqua County, NY",".",".",".",".","0.1","0.089","82","25","4","34","11.1","14","8","."
"36015","Chemung County, NY",".",".",".",".","0.08","0.069","26","15","3",".",".",".",".","."
"36027","Dutchess County, NY",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"36029","Erie County, NY","2.5","1.6","69","19","0.11","0.09","116","35","6","40","14.7",".",".","."
"36031","Essex County, NY",".",".",".",".","0.09","0.078","10","8","1","27","6.7","5","5","."
"36033","Franklin County, NY",".",".",".",".","0.09","0.083","33","18","3",".",".","51","13","."
"36041","Hamilton County, NY",".",".",".",".","0.09","0.074","10","4","1",".",".",".",".","."
"36043","Herkimer County, NY",".",".",".",".","0.08","0.068","10","6","1",".",".","6","5","."
"36045","Jefferson County, NY",".",".",".",".","0.09","0.083",".",".",".",".",".",".",".","."
"36047","Kings County, NY","4.1","2.2",".",".",".",".",".",".",".","36","15.3","20","12","."
"36053","Madison County, NY",".",".",".",".","0.08","0.074","22","12","2",".",".",".",".","."
"36055","Monroe County, NY","2.5","2",".",".","0.09","0.08","41","14","4","38","12.5",".",".","."
"36059","Nassau County, NY",".",".","61","20",".",".","43","23","4","35","12.4","16","13","."
"36061","New York County, NY","2.2","1.5","81","36",".",".","68","38","11","40","17",".",".","."
"36063","Niagara County, NY","5.7","1.8",".",".","0.11","0.09","20","13","3","43","14","22","13","."
"36065","Oneida County, NY",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"36067","Onondaga County, NY","2.8","1.9",".",".","0.1","0.077","19","9","2","35","11.5",".",".","."
"36071","Orange County, NY",".",".",".",".","0.11","0.087",".",".",".","30","12.1",".",".","."
"36075","Oswego County, NY",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"36079","Putnam County, NY",".",".",".",".","0.12","0.096","28","10","2",".",".",".",".","."
"36081","Queens County, NY","2.4","1.6","77","27","0.12","0.086","56","25","6","34","12.4",".",".","."
"36083","Rensselaer County, NY",".",".",".",".","0.09","0.081","19","14","2",".",".",".",".","."
"36085","Richmond County, NY",".",".",".",".","0.12","0.094",".",".",".","33","14.5","23","14","."
"36089","St. Lawrence County, NY",".",".",".",".",".",".",".",".",".","27","8.3",".",".","."
"36091","Saratoga County, NY",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"36093","Schenectady County, NY","3.3","2.4",".",".","0.09","0.077","25","17","5",".",".",".",".","."
"36101","Steuben County, NY",".",".",".",".",".",".",".",".",".","29","9.8",".",".","."
"36103","Suffolk County, NY","2.3","1.5","49","13","0.12","0.098","72","36","7","34","12",".",".","."
"36109","Tompkins County, NY",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"36111","Ulster County, NY",".",".",".",".","0.09","0.08","15","11","1",".",".","12","6","."
"36117","Wayne County, NY",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"36119","Westchester County, NY",".",".",".",".","0.12","0.095",".",".",".","33","12.4",".",".","."
"37001","Alamance County, NC",".",".",".",".",".",".",".",".",".","35","14.6",".",".","."
"37003","Alexander County, NC",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"37011","Avery County, NC",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"37013","Beaufort County, NC",".",".",".",".",".",".","81","27","3",".",".",".",".","."
"37021","Buncombe County, NC",".",".",".",".","0.1","0.079",".",".",".","32","13.1",".",".","."
"37027","Caldwell County, NC",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"37033","Caswell County, NC","0.9","0.6",".",".","0.09","0.076",".",".",".","30","13.7",".",".","."
"37035","Catawba County, NC",".",".",".",".",".",".",".",".",".","37","15.9","38","21","."
"37037","Chatham County, NC",".",".",".",".","0.09","0.079",".",".",".","28","12",".",".","."
"37051","Cumberland County, NC","3.6","2.8",".",".","0.11","0.091",".",".",".","32","14","42","19","."
"37057","Davidson County, NC",".",".",".",".",".",".",".",".",".","34","15.8",".",".","."
"37059","Davie County, NC",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"37061","Duplin County, NC",".",".",".",".",".",".",".",".",".","32","11.5",".",".","."
"37063","Durham County, NC","1.3","0.9",".",".","0.09","0.076",".",".",".","30","13.6","36","19","."
"37065","Edgecombe County, NC",".",".",".",".","0.09","0.079",".",".",".","28","12.7","29","13","."
"37067","Forsyth County, NC","3.1","2.5","48","10","0.09","0.08","89","19","5","34","15","58","23","."
"37069","Franklin County, NC",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"37071","Gaston County, NC",".",".",".",".",".",".",".",".",".","33","14.7",".",".","."
"37075","Graham County, NC",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"37077","Granville County, NC",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"37081","Guilford County, NC","2.7","2.1",".",".","0.09","0.082",".",".",".","31","14.2","35","17","."
"37087","Haywood County, NC",".",".",".",".","0.09","0.084",".",".",".","29","13.7",".",".","."
"37089","Henderson County, NC",".",".",".",".",".",".",".",".",".",".",".","34","19","."
"37095","Hyde County, NC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"37099","Jackson County, NC",".",".",".",".","0.08","0.061",".",".",".","28","13.1",".",".","."
"37101","Johnston County, NC",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"37107","Lenoir County, NC",".",".",".",".","0.09","0.081",".",".",".","28","11.8",".",".","."
"37109","Lincoln County, NC",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"37111","McDowell County, NC",".",".",".",".",".",".",".",".",".","39","15.4",".",".","."
"37117","Martin County, NC",".",".",".",".","0.09","0.079",".",".",".","25","11.2",".",".","."
"37119","Mecklenburg County, NC","2.9","2.3","52","15","0.13","0.09","91","14","3","34","15.8","51","27","."
"37121","Mitchell County, NC",".",".",".",".",".",".",".",".",".","32","13.3",".",".","."
"37123","Montgomery County, NC",".",".",".",".",".",".",".",".",".","31","12.6",".",".","."
"37129","New Hanover County, NC",".",".",".",".","0.09","0.075","55","22","3","25","10.3",".",".","."
"37133","Onslow County, NC",".",".",".",".",".",".",".",".",".","27","11.3","31","15","."
"37135","Orange County, NC",".",".",".",".",".",".",".",".",".","29","13.4",".",".","."
"37145","Person County, NC",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"37147","Pitt County, NC",".",".",".",".","0.09","0.08",".",".",".","27","12.2",".",".","."
"37155","Robeson County, NC",".",".",".",".",".",".",".",".",".","31","12.9",".",".","."
"37157","Rockingham County, NC",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"37159","Rowan County, NC","1.9","1",".",".","0.12","0.088",".",".",".","32","14.2",".",".","."
"37173","Swain County, NC",".",".",".",".","0.08","0.07",".",".",".","28","13.3","37","19","."
"37179","Union County, NC",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"37183","Wake County, NC","3.4","2.4",".",".","0.1","0.085","23","10","3","39","14.6","55","21","."
"37189","Watauga County, NC",".",".",".",".",".",".",".",".",".","35","13.3",".",".","."
"37191","Wayne County, NC",".",".",".",".",".",".",".",".",".","34","13.5","41","19","."
"37199","Yancey County, NC",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"38007","Billings County, ND",".",".",".",".","0.07","0.059","6","2","0","11","4.3",".",".","."
"38013","Burke County, ND",".",".","17","2","0.06","0.056","58","9","1","14","5.9","34","11","."
"38015","Burleigh County, ND",".",".","36","8","0.04","0.034","18","5","1","17","6.5","40","17","."
"38017","Cass County, ND",".",".","38","6","0.07","0.061","7","3","0","23","7.6","55","17","."
"38025","Dunn County, ND",".",".","9","1","0.07","0.054","12","4","0",".",".","41","11","."
"38053","McKenzie County, ND",".",".","6","1","0.06","0.057","25","8","0","12","4.7","29","9","."
"38055","McLean County, ND",".",".",".",".",".",".","28","5","1",".",".","12","4","."
"38057","Mercer County, ND",".",".","23","3","0.06","0.057","48","9","1","19","5.6",".",".","."
"38059","Morton County, ND",".",".",".",".",".",".","51","13","3",".",".",".",".","."
"38065","Oliver County, ND",".",".","21","2","0.06","0.057","61","12","1",".",".",".",".","."
"38105","Williams County, ND",".",".",".",".",".",".","105","38","4",".",".",".",".","."
"39001","Adams County, OH",".",".",".",".",".",".","121","32","4",".",".",".",".","."
"39003","Allen County, OH",".",".",".",".","0.09","0.081","27","15","3",".",".","42","25","."
"39007","Ashtabula County, OH",".",".",".",".","0.1","0.093","39","20","4",".",".",".",".","."
"39009","Athens County, OH",".",".",".",".",".",".",".",".",".","33","13.3",".",".","."
"39013","Belmont County, OH",".",".",".",".",".",".","190","36","8",".",".",".",".","."
"39017","Butler County, OH",".",".",".",".","0.11","0.088","87","26","6","48","19","56","27","."
"39023","Clark County, OH",".",".",".",".","0.1","0.086","50","24","4","42","16.7",".",".","."
"39025","Clermont County, OH",".",".",".",".","0.1","0.083","71","22","5","38","15.7",".",".","."
"39027","Clinton County, OH",".",".",".",".","0.11","0.083",".",".",".",".",".",".",".","."
"39029","Columbiana County, OH",".",".",".",".",".",".","129","36","6",".",".","77","34","."
"39035","Cuyahoga County, OH","15.9","3.1","68","22","0.09","0.079","93","42","7","51","19.4","115","41","."
"39041","Delaware County, OH",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"39049","Franklin County, OH","4.2","2",".",".","0.11","0.092","55","28","4","45","16.5","85","35","."
"39051","Fulton County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39053","Gallia County, OH",".",".",".",".",".",".","100","27","6",".",".",".",".","."
"39055","Geauga County, OH",".",".",".",".","0.1","0.088",".",".",".",".",".",".",".","."
"39057","Greene County, OH",".",".",".",".","0.1","0.083",".",".",".","40","15.5","46","19","."
"39061","Hamilton County, OH","3.2","1.8","71","21","0.11","0.089","164","28","5","51","20","54","28","."
"39063","Hancock County, OH",".",".",".",".",".",".",".",".",".",".",".","42","23","."
"39081","Jefferson County, OH","5.9","4.4",".",".","0.1","0.083","224","77","12","44","18.1","74","33","."
"39083","Knox County, OH",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"39085","Lake County, OH","2.2","1.3",".",".","0.13","0.097","193","77","10","44","15.1","54","20","."
"39087","Lawrence County, OH",".",".",".",".","0.08","0.073","55","23","4","39","17","46","23","."
"39089","Licking County, OH",".",".",".",".","0.1","0.082",".",".",".",".",".","50","26","."
"39091","Logan County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39093","Lorain County, OH",".",".",".",".","0.09","0.081",".",".",".","40","16.4","51","22","."
"39095","Lucas County, OH",".",".",".",".","0.12","0.087","70","23","5","45","15.8","68","24","."
"39097","Madison County, OH",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"39099","Mahoning County, OH",".",".",".",".","0.1","0.083","71","20","5","43","16.9","56","25","."
"39103","Medina County, OH",".",".",".",".","0.1","0.09",".",".",".","39","15.2",".",".","."
"39105","Meigs County, OH",".",".",".",".",".",".","103","29","5",".",".",".",".","."
"39109","Miami County, OH",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"39113","Montgomery County, OH","2.8","1.8",".",".","0.1","0.082",".",".",".","45","17.4","60","28","."
"39115","Morgan County, OH",".",".",".",".",".",".","281","36","8",".",".",".",".","."
"39121","Noble County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39133","Portage County, OH",".",".",".",".","0.11","0.092",".",".",".","42","15",".",".","."
"39135","Preble County, OH",".",".",".",".","0.09","0.08",".",".",".","39","15.6",".",".","."
"39145","Scioto County, OH",".",".",".",".",".",".","69","22","4","40","16.2","152","32","."
"39151","Stark County, OH","3.8","2.7",".",".","0.1","0.086",".",".",".","51","18.6",".",".","."
"39153","Summit County, OH","3.1","1.7",".",".","0.1","0.089","140","37","8","45","16.4",".",".","."
"39155","Trumbull County, OH",".",".",".",".","0.11","0.087",".",".",".","45","16.4","65","23","."
"39157","Tuscarawas County, OH",".",".",".",".",".",".","77","28","8",".",".",".",".","."
"39165","Warren County, OH",".",".",".",".","0.12","0.092",".",".",".",".",".",".",".","."
"39167","Washington County, OH",".",".",".",".","0.1","0.088",".",".",".",".",".","64","31","."
"39173","Wood County, OH",".",".",".",".","0.09","0.084",".",".",".",".",".",".",".","."
"39175","Wyandot County, OH",".",".",".",".",".",".",".",".",".",".",".","55","26","."
"40001","Adair County, OK",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"40015","Caddo County, OK",".",".",".",".",".",".",".",".",".","26","10.6",".",".","."
"40017","Canadian County, OK",".",".",".",".","0.11","0.079",".",".",".",".",".",".",".","."
"40019","Carter County, OK",".",".",".",".",".",".",".",".",".","27","10.1",".",".","."
"40021","Cherokee County, OK","1.1","0.3","42","9","0.09","0.075","14","9","1","29","12.3","60","22","."
"40027","Cleveland County, OK",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"40031","Comanche County, OK","1.5","0.9",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"40037","Creek County, OK",".",".",".",".","0.11","0.076",".",".",".",".",".",".",".","."
"40039","Custer County, OK",".",".",".",".",".",".",".",".",".",".",".","33","18","."
"40043","Dewey County, OK",".",".",".",".","0.08","0.076",".",".",".",".",".",".",".","."
"40045","Ellis County, OK",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"40047","Garfield County, OK",".",".",".",".",".",".",".",".",".","24","10.3",".",".","."
"40067","Jefferson County, OK",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"40071","Kay County, OK","0.8","0.2",".",".","0.09","0.079","44","21","4","43","10.9","100","29","."
"40081","Lincoln County, OK",".",".",".",".",".",".",".",".",".","54","10.5",".",".","."
"40085","Love County, OK",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"40087","McClain County, OK",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"40097","Mayes County, OK",".",".","25","5","0.1","0.082","35","9","3","31","12.6","58","19","."
"40101","Muskogee County, OK",".",".",".",".",".",".","68","18","2","35","12.8","96","31","."
"40109","Oklahoma County, OK","3.2","2.1","53","12","0.1","0.078","7","4","1","30","11.2","48","24","."
"40113","Osage County, OK",".",".",".",".",".",".","55","21","5",".",".",".",".","."
"40115","Ottawa County, OK","1.1","0.5","37","8","0.09","0.079","8","4","0","32","12.3","70","25","."
"40121","Pittsburg County, OK",".",".",".",".","0.08","0.071",".",".",".","29","11.8","44","22","."
"40135","Sequoyah County, OK",".",".",".",".",".",".",".",".",".","36","14.1",".",".","."
"40143","Tulsa County, OK","3.2","1.4","47","11","0.1","0.083","71","29","7","34","12.3","59","26","."
"41005","Clackamas County, OR",".",".",".",".","0.09","0.065",".",".",".",".",".",".",".","."
"41009","Columbia County, OR",".",".",".",".","0.07","0.055",".",".",".","18","6.4",".",".","."
"41017","Deschutes County, OR","6.4","2.5",".",".",".",".",".",".",".",".",".","54","18","."
"41019","Douglas County, OR",".",".",".",".",".",".",".",".",".","16","8.8",".",".","."
"41025","Harney County, OR",".",".",".",".",".",".",".",".",".",".",".","27","11","."
"41029","Jackson County, OR","6.2","3.8",".",".","0.08","0.068",".",".",".","36","10.1","53","24","."
"41033","Josephine County, OR","4.4","3.6",".",".",".",".",".",".",".","5","3.3","36","16","."
"41035","Klamath County, OR","4","3",".",".",".",".",".",".",".","49","11.7","75","22","."
"41037","Lake County, OR",".",".",".",".",".",".",".",".",".",".",".","80","20","."
"41039","Lane County, OR","4.9","2.7",".",".","0.09","0.071",".",".",".","58","12.8","73","17","."
"41043","Linn County, OR",".",".",".",".",".",".",".",".",".","28","7.8",".",".","."
"41047","Marion County, OR","6.1","3.7",".",".","0.09","0.063",".",".",".",".",".",".",".","."
"41051","Multnomah County, OR","4.5","3.1","37","11","0.07","0.051","14","6","2","26","9.2","53","23","."
"41059","Umatilla County, OR",".",".",".",".",".",".",".",".",".",".",".","36","18","."
"41061","Union County, OR",".",".",".",".",".",".",".",".",".","31","8.8","48","22","."
"41063","Wallowa County, OR",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"41065","Wasco County, OR",".",".",".",".",".",".",".",".",".","24","8.3",".",".","."
"41067","Washington County, OR",".",".",".",".",".",".",".",".",".","35","11.6","25","13","."
"42001","Adams County, PA","0.4","0.3","18","3","0.09","0.08",".",".",".","36","13.6",".",".","."
"42003","Allegheny County, PA","3.1","2.2","72","22","0.11","0.092","229","67","13","84","23.2","142","40","."
"42005","Armstrong County, PA",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"42007","Beaver County, PA","1.6","1.4","51","17","0.11","0.086","248","50","12","52","18.3","74","26","."
"42011","Berks County, PA","2.4","1.9","54","19","0.1","0.085","95","23","8","39","16.8","60","24","."
"42013","Blair County, PA","1.9","1.1","52","13","0.09","0.077","72","36","7",".",".","74","21","."
"42017","Bucks County, PA","3.8","2.3","63","17","0.12","0.089","43","23","6","35","14.3","56","18","."
"42021","Cambria County, PA","1.7","1.2","45","13","0.09","0.077","97","37","7","43","16.8","73","24","."
"42025","Carbon County, PA",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"42027","Centre County, PA",".",".","42","10","0.09","0.083","39","18","5","40","13.4",".",".","."
"42029","Chester County, PA",".",".",".",".","0.11","0.092",".",".",".","34","15.9",".",".","."
"42033","Clearfield County, PA",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"42041","Cumberland County, PA",".",".",".",".",".",".",".",".",".","40","14.9",".",".","."
"42043","Dauphin County, PA","2","1.3","59","15","0.11","0.085","79","20","4","40","15.5","56","21","."
"42045","Delaware County, PA",".",".","58","17","0.12","0.087","54","16","5","39","16.9","58","21","."
"42049","Erie County, PA","3.1","1.4","57","13","0.1","0.086","80","41","11","41","14.4","53","16","."
"42055","Franklin County, PA",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"42059","Greene County, PA","0.8","0.7",".",".","0.1","0.085","77","21","6",".",".",".",".","."
"42063","Indiana County, PA",".",".","34","6","0.1","0.088","130","32","8",".",".",".",".","."
"42069","Lackawanna County, PA","2.6","1.5","50","13","0.1","0.08","47","25","5","33","12.5","55","17","."
"42071","Lancaster County, PA","2.5","1.5","50","14","0.11","0.085","78","22","5","45","18.2","63","20","."
"42073","Lawrence County, PA","2.4","1.5","53","17","0.09","0.075","108","37","8",".",".","78","26","."
"42077","Lehigh County, PA",".",".","53","14","0.1","0.086","63","32","8","37","14.5","54","18","."
"42079","Luzerne County, PA","2.4","1.9","47","13","0.1","0.081","42","19","5","32","13","58","20","."
"42081","Lycoming County, PA",".",".",".",".","0.1","0.082","47","18","4",".",".","39","20","."
"42085","Mercer County, PA",".",".",".",".","0.1","0.087","50","22","4","39","14.1",".",".","."
"42091","Montgomery County, PA","1.9","1.2","57","16","0.11","0.09","36","18","6","32","12.5","58","19","."
"42095","Northampton County, PA","2.5","1.9","53","15","0.1","0.086","90","34","9","36","14.2","139","38","."
"42099","Perry County, PA",".",".","28","4","0.1","0.082","37","10","2","29","13.1",".",".","."
"42101","Philadelphia County, PA","12.1","3.4","68","26","0.13","0.094","56","29","7","39","15.5","68","29","."
"42107","Schuylkill County, PA","2.6","1.4",".",".",".",".","48","27","5",".",".",".",".","."
"42117","Tioga County, PA",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"42123","Warren County, PA",".",".",".",".",".",".","254","75","15",".",".",".",".","."
"42125","Washington County, PA","1.6","1.1","51","14","0.1","0.085","98","47","10","53","16.7","75","23","."
"42129","Westmoreland County, PA","1.3","0.9","48","13","0.1","0.087","94","30","6","39","16.8","68","29","."
"42133","York County, PA","2.5","1.4","63","18","0.1","0.089","112","30","6","43","18.1","67","24","."
"44003","Kent County, RI",".",".","12","2","0.12","0.09",".",".",".","32","8.3","38","11","."
"44007","Providence County, RI","7.9","2.5","55","17","0.11","0.085","48","23","6","33","12.4","54","24","."
"44009","Washington County, RI",".",".",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"45001","Abbeville County, SC",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"45003","Aiken County, SC",".",".","25","4","0.09","0.077",".",".",".","32","13.5","38","21","."
"45007","Anderson County, SC",".",".",".",".","0.1","0.082","35","9","3",".",".",".",".","."
"45011","Barnwell County, SC",".",".","13","2","0.08","0.074","16","6","1",".",".","32","19","."
"45013","Beaufort County, SC",".",".",".",".",".",".",".",".",".","41","12.5",".",".","."
"45015","Berkeley County, SC",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"45019","Charleston County, SC","2.1","0.7","45","10","0.09","0.077","44","12","2","33","13.3","48","21","."
"45021","Cherokee County, SC",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"45023","Chester County, SC",".",".",".",".","0.11","0.083",".",".",".",".",".",".",".","."
"45025","Chesterfield County, SC",".",".",".",".","0.09","0.078",".",".",".","29","12.5","36","17","."
"45029","Colleton County, SC",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"45031","Darlington County, SC",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"45037","Edgefield County, SC",".",".",".",".","0.08","0.071",".",".",".","35","13.6",".",".","."
"45041","Florence County, SC",".",".",".",".",".",".",".",".",".","33","13",".",".","."
"45043","Georgetown County, SC",".",".",".",".",".",".","73","13","1","33","13.7","157","41","."
"45045","Greenville County, SC","3.6","2.4","53","13",".",".","39","16","3","36","15.8","76","25","."
"45047","Greenwood County, SC",".",".",".",".",".",".",".",".",".","32","14.1",".",".","."
"45051","Horry County, SC",".",".",".",".",".",".",".",".",".","43","12.8",".",".","."
"45063","Lexington County, SC",".",".",".",".",".",".","102","17","3","36","15.1","128","42","."
"45073","Oconee County, SC",".",".",".",".","0.08","0.075","21","9","2","33","11.5",".",".","."
"45077","Pickens County, SC",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"45079","Richland County, SC","2.5","2.2","51","12","0.11","0.086","62","17","3","37","15.2","83","28","."
"45083","Spartanburg County, SC",".",".",".",".","0.11","0.082",".",".",".","36","14.6","41","21","."
"45085","Sumter County, SC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"45087","Union County, SC",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"45089","Williamsburg County, SC",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"45091","York County, SC",".",".",".",".","0.09","0.079",".",".",".",".",".","51","25","."
"46011","Brookings County, SD",".",".",".",".",".",".",".",".",".","24","9.7","57","18","."
"46013","Brown County, SD",".",".",".",".",".",".",".",".",".","23","9","48","17","."
"46029","Codington County, SD",".",".",".",".",".",".",".",".",".","26","10.7","66","19","."
"46033","Custer County, SD",".",".","7","1","0.08","0.07","3","2","0","13","5.4","26","6","."
"46071","Jackson County, SD",".",".","10","1","0.08","0.069","5","3","1","11","5.3","36","8","."
"46093","Meade County, SD",".",".",".",".",".",".",".",".",".",".",".","44","15","."
"46099","Minnehaha County, SD",".",".","34","6","0.08","0.069","26","5","1","26","10.7","47","17","."
"46103","Pennington County, SD",".",".",".",".","0.08","0.065",".",".",".","18","8.6","149","38","."
"47001","Anderson County, TN",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"47009","Blount County, TN",".",".",".",".","0.1","0.086","184","90","11","33","14.8",".",".","."
"47011","Bradley County, TN",".",".","39","12",".",".","81","26","6",".",".","80","26","."
"47031","Coffee County, TN",".",".","32","4","0.05","0.045","19","7","2",".",".",".",".","."
"47037","Davidson County, TN","4.1","3.3","54","18","0.1","0.079","26","13","3","39","14.9","56","28","."
"47045","Dyer County, TN",".",".",".",".",".",".",".",".",".","35","13.9",".",".","."
"47065","Hamilton County, TN",".",".",".",".","0.1","0.08",".",".",".","37","16.1","45","23","."
"47089","Jefferson County, TN",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"47093","Knox County, TN",".",".",".",".","0.1","0.086",".",".",".","36","16.3","56","26","."
"47099","Lawrence County, TN",".",".",".",".",".",".",".",".",".","31","12.1",".",".","."
"47105","Loudon County, TN",".",".",".",".","0.1","0.085",".",".",".","34","16.2",".",".","."
"47107","McMinn County, TN",".",".","42","12",".",".","107","27","7","34","14.8","80","39","."
"47113","Madison County, TN",".",".",".",".",".",".",".",".",".","23","10.7","42","19","."
"47119","Maury County, TN",".",".",".",".",".",".",".",".",".","36","14.3",".",".","."
"47121","Meigs County, TN",".",".","28","5","0.1","0.081","14","4","1",".",".",".",".","."
"47125","Montgomery County, TN",".",".","22","4","0.08","0.075","70","17","7","43","15.1","47","21","."
"47139","Polk County, TN",".",".",".",".",".",".","58","15","3",".",".",".",".","."
