"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"26067","Ionia County, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.06"
"26077","Kalamazoo County, MI",".",".",".",".","0.08","0.068",".",".",".","18","8.8",".",".","."
"26081","Kent County, MI","1.8","1",".",".","0.09","0.068","9","3","1","19","9","29","14","0.01"
"26091","Lenawee County, MI",".",".",".",".","0.08","0.064",".",".",".","17","7.9",".",".","."
"26099","Macomb County, MI",".",".",".",".","0.1","0.072",".",".",".","18","8",".",".","."
"26101","Manistee County, MI",".",".",".",".","0.08","0.069",".",".",".","18","6.5",".",".","."
"26105","Mason County, MI",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"26113","Missaukee County, MI",".",".","8","1","0.07","0.065",".",".",".","17","5.5",".",".","."
"26115","Monroe County, MI",".",".",".",".",".",".","18","5","1","20","9.7",".",".","."
"26121","Muskegon County, MI",".",".",".",".","0.09","0.073",".",".",".","18","9.9",".",".","."
"26125","Oakland County, MI",".",".",".",".","0.08","0.067",".",".",".","19","8.4",".",".","."
"26139","Ottawa County, MI",".",".",".",".","0.09","0.07","14","3","0","18","8.1",".",".","."
"26147","St. Clair County, MI",".",".",".",".","0.09","0.071","72","17","3","19","8.4",".",".","0.04"
"26153","Schoolcraft County, MI",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"26157","Tuscola County, MI",".",".",".",".","0.07","0.063",".",".",".",".",".","47","14","0.01"
"26161","Washtenaw County, MI",".",".",".",".","0.08","0.066",".",".",".","19","9.2",".",".","."
"26163","Wayne County, MI","4.8","1.6","48","18","0.08","0.067","66","24","3","25","11","81","26","0.01"
"26165","Wexford County, MI",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"27003","Anoka County, MN",".",".","43","7","0.08","0.067",".",".",".","22","8.5","49","17","0.02"
"27005","Becker County, MN",".",".",".",".","0.07","0.063",".",".",".","17","6.2",".",".","."
"27017","Carlton County, MN",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"27035","Crow Wing County, MN",".",".",".",".","0.07","0.06",".",".",".","15","4",".",".","."
"27037","Dakota County, MN","3.3","2.5","38","9",".",".","10","4","1","21","8.8",".",".","0.11"
"27049","Goodhue County, MN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"27053","Hennepin County, MN","1.6","0.9","45","13","0.07","0.063","15","15","1","23","9.1","36","19","0.01"
"27075","Lake County, MN",".",".","6","0","0.06","0.058","4","1","0","14","4.5","81","20","."
"27083","Lyon County, MN",".",".",".",".","0.07","0.066",".",".",".","21","7.3",".",".","."
"27095","Mille Lacs County, MN",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"27109","Olmsted County, MN",".",".",".",".","0.07","0.064",".",".",".","21","8.7",".",".","."
"27123","Ramsey County, MN","2.4","1.1",".",".",".",".",".",".",".","23","10.2","58","27","0.01"
"27137","Saint Louis County, MN","4.6","1.4",".",".","0.07","0.057",".",".",".","19","7.7","59","24","0"
"27139","Scott County, MN",".",".",".",".","0.07","0.067",".",".",".","20","8.6",".",".","."
"27145","Stearns County, MN",".",".",".",".","0.07","0.061",".",".",".","22","6.4",".",".","0"
"27163","Washington County, MN",".",".",".",".","0.07","0.061","14","3","1","23","9.1","70","23","0"
"27171","Wright County, MN",".",".",".",".","0.07","0.061",".",".",".","20","7.4",".",".","."
"28011","Bolivar County, MS",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"28033","DeSoto County, MS",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"28045","Hancock County, MS",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"28047","Harrison County, MS",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"28049","Hinds County, MS","1.9","1.5",".",".","0.08","0.06","31","4","1",".",".","32","20","0"
"28059","Jackson County, MS",".",".","33","4","0.08","0.064","27","4","1",".",".",".",".","."
"28075","Lauderdale County, MS",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"28081","Lee County, MS",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"28161","Yalobusha County, MS",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"29003","Andrew County, MO",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"29019","Boone County, MO",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"29021","Buchanan County, MO",".",".",".",".",".",".",".",".",".","24","11.2","76","29","."
"29027","Callaway County, MO",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"29037","Cass County, MO",".",".",".",".","0.07","0.064",".",".",".","19","9.2",".",".","."
"29039","Cedar County, MO",".",".",".",".","0.07","0.064",".",".",".","19","8.5",".",".","."
"29047","Clay County, MO",".",".",".",".","0.09","0.071",".",".",".","19","8.8",".",".","."
"29049","Clinton County, MO",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"29077","Greene County, MO",".",".",".",".","0.08","0.064","31","9","2","19","8.3","42","15","."
"29087","Holt County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.73"
"29093","Iron County, MO",".",".",".",".",".",".","85","16","3",".",".",".",".","0.35"
"29095","Jackson County, MO","1.5","1","48","14",".",".","156","51","6","23","10.5","95","30","."
"29097","Jasper County, MO",".",".",".",".","0.08","0.069",".",".",".",".",".","110","24","."
"29099","Jefferson County, MO",".",".",".",".","0.09","0.069","143","39","7","24","9.7",".",".","0.66"
"29113","Lincoln County, MO",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"29137","Monroe County, MO",".",".",".",".","0.07","0.061","8","3","2",".",".","37","13","."
"29157","Perry County, MO",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"29179","Reynolds County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.09"
"29183","Saint Charles County, MO",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"29186","Sainte Genevieve County, MO",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"29187","Saint Francois County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.08"
"29189","Saint Louis County, MO",".",".",".",".","0.09","0.07",".",".",".","23","11.3","40","15","."
"29213","Taney County, MO",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"29510","St. Louis City, MO","1.7","1","51","14","0.09","0.066","42","11","2","24","11.3","84","32","0.03"
"30027","Fergus County, MT",".",".","14","1","0.06","0.054",".",".",".","11","3.6","37","8","."
"30029","Flathead County, MT",".",".",".",".","0.06","0.054",".",".",".","29","8.5","77","22","."
"30031","Gallatin County, MT","6.1","1.1","33","2",".",".",".",".",".",".",".",".",".","."
"30049","Lewis and Clark County, MT","0.4","0.3",".",".","0.06","0.054","2","1","0","24","7.4",".",".","."
"30053","Lincoln County, MT",".",".",".",".",".",".",".",".",".","30","10.9","71","18","."
"30063","Missoula County, MT",".",".",".",".","0.09","0.057",".",".",".","31","9.8","58","15","."
"30071","Phillips County, MT",".",".","6","0","0.06","0.053",".",".",".","9","3.6","24","7","."
"30075","Powder River County, MT",".",".","9","1","0.06","0.056",".",".",".","15","5","92","24","."
"30081","Ravalli County, MT",".",".",".",".",".",".",".",".",".","36","9.5",".",".","."
"30083","Richland County, MT",".",".","13","1","0.06","0.056","3","1","0","17","7.1","163","21","."
"30087","Rosebud County, MT",".",".","50","2","0.06","0.056","17","5","1","11","4","119","24","."
"30089","Sanders County, MT",".",".",".",".",".",".",".",".",".",".",".","32","14","."
"30093","Silver Bow County, MT",".",".",".",".",".",".",".",".",".","58","10.4","77","22","."
"30111","Yellowstone County, MT",".",".",".",".",".",".","48","18","3",".",".",".",".","."
"31025","Cass County, NE",".",".",".",".",".",".",".",".",".",".",".","91","28","."
"31047","Dawson County, NE",".",".",".",".",".",".",".",".",".",".",".","81","27","."
"31053","Dodge County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","0.11"
"31055","Douglas County, NE","2.4","1.9",".",".","0.08","0.066","56","19","2","22","9.2","89","32","0.01"
"31079","Hall County, NE",".",".",".",".",".",".",".",".",".","21","7.6",".",".","."
"31107","Knox County, NE",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"31109","Lancaster County, NE",".",".",".",".","0.06","0.055",".",".",".","20","8.1",".",".","."
"31127","Nemaha County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"31153","Sarpy County, NE",".",".",".",".",".",".",".",".",".","24","11",".",".","."
"31157","Scotts Bluff County, NE",".",".",".",".",".",".",".",".",".","12","5.1",".",".","."
"31177","Washington County, NE",".",".",".",".",".",".",".",".",".","21","8.2",".",".","."
"32001","Churchill County, NV",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"32003","Clark County, NV","4","2.9","54","14","0.1","0.082","7","4","2","26","10.8","169","29","0.01"
"32005","Douglas County, NV",".",".",".",".",".",".",".",".",".","171","16.5",".",".","."
"32007","Elko County, NV",".",".",".",".",".",".",".",".",".",".",".","109","24","."
"32019","Lyon County, NV",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"32021","Mineral County, NV",".",".",".",".",".",".",".",".",".",".",".","21","7","."
"32023","Nye County, NV",".",".",".",".",".",".",".",".",".",".",".","153","23","."
"32031","Washoe County, NV","2.8","2.4","56","16","0.08","0.069","6","4","1","41","12.3","999","104","."
"32033","White Pine County, NV",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"32510","Carson City, NV",".",".",".",".","0.08","0.065",".",".",".","98","12.1",".",".","."
"33001","Belknap County, NH",".",".",".",".","0.07","0.06",".",".",".","12","5.2",".",".","."
"33005","Cheshire County, NH","1.4","1.1",".",".","0.07","0.063","26","9","3","28","8.3",".",".","."
"33007","Coos County, NH",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"33009","Grafton County, NH",".",".",".",".","0.07","0.061",".",".",".","17","6.5",".",".","."
"33011","Hillsborough County, NH","0.4","0.3","9","2","0.08","0.068","5","3","1","15","7.5","18","5","."
"33013","Merrimack County, NH",".",".",".",".","0.07","0.065","17","6","1","27","7.5",".",".","."
"33015","Rockingham County, NH","0.7","0.6",".",".","0.09","0.069","31","6","1","23","9","27","16","0"
"34001","Atlantic County, NJ",".",".",".",".","0.08","0.07","7","2","0","22","8.6",".",".","."
"34003","Bergen County, NJ",".",".",".",".","0.09","0.074",".",".",".","26","8.8",".",".","."
"34007","Camden County, NJ","1.8","1.2","46","12","0.08","0.068","9","4","0","29","10.5","47","24","."
"34011","Cumberland County, NJ",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"34013","Essex County, NJ","3.1","1.9","62","18","0.08","0.067","8","4","1","22","8.7",".",".","0"
"34015","Gloucester County, NJ",".",".",".",".","0.08","0.073",".",".",".","25","9.1",".",".","."
"34017","Hudson County, NJ","2.7","1.8","52","16","0.08","0.066","10","5","1","29","10.5","43","19","."
"34019","Hunterdon County, NJ",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"34021","Mercer County, NJ",".",".",".",".","0.09","0.07",".",".",".","24","9.1",".",".","."
"34023","Middlesex County, NJ",".",".","40","9","0.09","0.07",".",".",".","19","8",".",".","."
"34025","Monmouth County, NJ",".",".",".",".","0.1","0.071",".",".",".",".",".",".",".","."
"34027","Morris County, NJ",".",".","35","4","0.09","0.073","6","3","1","22","8.5",".",".","."
"34029","Ocean County, NJ",".",".",".",".","0.09","0.07",".",".",".","19","8.1",".",".","."
"34031","Passaic County, NJ",".",".",".",".","0.09","0.069",".",".",".","25","8.8",".",".","."
"34039","Union County, NJ","2.4","1.7","62","22",".",".","14","6","1","31","10.9",".",".","."
"34041","Warren County, NJ",".",".","43","13","0.09","0.061","81","14","1","22","8.5",".",".","."
"35001","Bernalillo County, NM","2.4","1.1","45","12","0.08","0.07","4","2","1","20","8.7","155","35","0.01"
"35013","Dona Ana County, NM",".",".","41","7","0.09","0.08",".",".",".","16","6.6","515","53","."
"35015","Eddy County, NM",".",".","17","2","0.08","0.069",".",".",".",".",".",".",".","."
"35017","Grant County, NM",".",".",".",".","0.06","0.058","1","0","0",".",".","44","14","."
"35025","Lea County, NM",".",".","30","4","0.08","0.068",".",".",".","27","7.9","47","19","."
"35029","Luna County, NM",".",".","29","4","0.07","0.067",".",".",".",".",".","493","35","."
"35031","McKinley County, NM",".",".",".",".",".",".",".",".",".",".",".","54","20","."
"35039","Rio Arriba County, NM",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"35043","Sandoval County, NM",".",".",".",".","0.07","0.067",".",".",".",".",".","22","9","."
"35045","San Juan County, NM",".",".","41","12","0.08","0.07","25","3","1","16","5.3","48","19","."
"35049","Santa Fe County, NM",".",".",".",".","0.07","0.068",".",".",".","12","5","25","10","."
"35055","Taos County, NM",".",".",".",".",".",".",".",".",".",".",".","52","15","."
"35061","Valencia County, NM",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"36001","Albany County, NY","1","0.8",".",".","0.07","0.064","9","4","2","20","7.1",".",".","."
"36005","Bronx County, NY","2","1.3","60","21","0.09","0.071","22","10","2","26","9.1",".",".","."
"36013","Chautauqua County, NY",".",".",".",".","0.08","0.066","15","4","1","18","7.5",".",".","."
"36027","Dutchess County, NY",".",".",".",".","0.08","0.065","5","4","2",".",".",".",".","."
"36029","Erie County, NY","1.9","1.3","47","10","0.08","0.071","20","9","3","20","8",".",".","."
"36031","Essex County, NY",".",".",".",".","0.08","0.063","3","2","0","12","4.4",".",".","."
"36033","Franklin County, NY",".",".","29","4","0.07","0.056","11","4","1",".",".",".",".","."
"36041","Hamilton County, NY",".",".",".",".","0.07","0.063","3","1","0",".",".",".",".","."
"36043","Herkimer County, NY",".",".",".",".","0.07","0.061","3","2","1",".",".",".",".","."
"36045","Jefferson County, NY",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"36047","Kings County, NY",".",".",".",".",".",".",".",".",".","24","9.3",".",".","."
"36055","Monroe County, NY","1.1","0.8",".",".","0.07","0.064","17","5","1","18","7.2",".",".","."
"36059","Nassau County, NY",".",".",".",".",".",".","6","3","1",".",".",".",".","."
"36061","New York County, NY","1.8","1.2",".",".","0.08","0.062",".",".",".","26","11.3",".",".","."
"36063","Niagara County, NY",".",".",".",".","0.07","0.065",".",".",".","19","6.5",".",".","."
"36067","Onondaga County, NY",".",".",".",".","0.07","0.065","5","3","1","16","6.4",".",".","."
"36071","Orange County, NY",".",".",".",".","0.07","0.057",".",".",".","20","7.1",".",".","0.11"
"36075","Oswego County, NY",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"36079","Putnam County, NY",".",".",".",".","0.09","0.067","6","2","1",".",".",".",".","."
"36081","Queens County, NY","1.8","1","59","18","0.09","0.071","12","6","1","25","8.4",".",".","."
"36085","Richmond County, NY",".",".",".",".","0.09","0.071",".",".",".","18","7.7",".",".","."
"36087","Rockland County, NY",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"36091","Saratoga County, NY",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"36101","Steuben County, NY","0.4","0.4",".",".","0.07","0.061","8","4","0","15","5.7",".",".","."
"36103","Suffolk County, NY",".",".",".",".","0.12","0.078","9","5","1","21","7.6",".",".","0.01"
"36109","Tompkins County, NY",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"36117","Wayne County, NY",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"36119","Westchester County, NY",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"37001","Alamance County, NC",".",".",".",".",".",".",".",".",".","21","8.6",".",".","."
"37003","Alexander County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"37011","Avery County, NC",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"37013","Beaufort County, NC",".",".",".",".",".",".","22","6","1",".",".",".",".","."
"37021","Buncombe County, NC",".",".",".",".","0.07","0.061",".",".",".","16","8.2",".",".","."
"37027","Caldwell County, NC",".",".",".",".","0.07","0.062","9","2","1",".",".",".",".","."
"37031","Carteret County, NC",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"37033","Caswell County, NC",".",".",".",".","0.08","0.062",".",".",".","22","9.9","27","13","."
"37035","Catawba County, NC",".",".",".",".",".",".",".",".",".","21","9.6","29","17","."
"37037","Chatham County, NC",".",".",".",".","0.07","0.057",".",".",".","17","7.2",".",".","."
"37051","Cumberland County, NC",".",".",".",".","0.08","0.062","1","0","0","19","8.8","27","17","."
"37057","Davidson County, NC",".",".",".",".",".",".",".",".",".","19","9.3",".",".","."
"37059","Davie County, NC",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"37061","Duplin County, NC",".",".",".",".",".",".",".",".",".","21","9.7","21","13","."
"37063","Durham County, NC",".",".",".",".","0.08","0.062","6","1","0","18","7.8","24","12","."
"37065","Edgecombe County, NC",".",".",".",".","0.08","0.064",".",".",".","17","7.9",".",".","."
"37067","Forsyth County, NC","2.4","1.7","37","6","0.08","0.066","5","2","0","26","9.2","26","12","."
"37069","Franklin County, NC",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"37071","Gaston County, NC",".",".",".",".",".",".",".",".",".","18","8.8","27","17","."
"37075","Graham County, NC",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"37077","Granville County, NC",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"37081","Guilford County, NC",".",".",".",".","0.08","0.062",".",".",".","19","8.7","26","15","."
"37087","Haywood County, NC",".",".",".",".","0.07","0.064",".",".",".","18","8.4",".",".","."
"37099","Jackson County, NC",".",".",".",".","0.07","0.067",".",".",".","16","8.1",".",".","."
"37101","Johnston County, NC",".",".",".",".","0.07","0.062",".",".",".","17","7.4",".",".","."
"37105","Lee County, NC",".",".",".",".","0.05","0.041",".",".",".",".",".",".",".","."
"37107","Lenoir County, NC",".",".",".",".","0.07","0.063",".",".",".","18","7.4",".",".","."
"37109","Lincoln County, NC",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"37111","McDowell County, NC",".",".",".",".",".",".",".",".",".","17","9",".",".","."
"37113","Macon County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"37117","Martin County, NC",".",".",".",".","0.07","0.066","4","2","0","20","9.4",".",".","."
"37119","Mecklenburg County, NC","1.9","1.6","39","8","0.08","0.067","8","2","0","18","9.1","45","19","0"
"37121","Mitchell County, NC",".",".",".",".",".",".",".",".",".","18","8.2",".",".","."
"37123","Montgomery County, NC",".",".",".",".","0.07","0.061",".",".",".","19","9.2",".",".","."
"37129","New Hanover County, NC",".",".",".",".","0.07","0.064","45","8","0","20","10",".",".","."
"37145","Person County, NC",".",".",".",".","0.08","0.059",".",".",".",".",".",".",".","."
"37147","Pitt County, NC",".",".",".",".","0.07","0.063",".",".",".","15","7.2",".",".","."
"37155","Robeson County, NC",".",".",".",".",".",".",".",".",".","17","7.9",".",".","."
"37157","Rockingham County, NC",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"37159","Rowan County, NC",".",".",".",".","0.08","0.063",".",".",".","19","9.2",".",".","."
"37173","Swain County, NC",".",".",".",".","0.07","0.056",".",".",".","18","7.7",".",".","."
"37179","Union County, NC",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"37183","Wake County, NC","1.5","1.2",".",".","0.07","0.061","6","2","0","22","10.7","27","13","0"
"37189","Watauga County, NC",".",".",".",".",".",".",".",".",".","14","7.1",".",".","."
"37191","Wayne County, NC",".",".",".",".",".",".",".",".",".","22","10.6",".",".","."
"37199","Yancey County, NC",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"38007","Billings County, ND",".",".",".",".","0.06","0.057","4","2","0","12","4.7",".",".","."
"38013","Burke County, ND",".",".","13","2","0.07","0.059","31","8","1","15","5.7","37","11","."
"38015","Burleigh County, ND",".",".","34","5","0.07","0.062","16","6","1","17","6.7","71","14","."
"38017","Cass County, ND","0.8","0.3","36","4","0.07","0.059","4","1","0","18","7.2","62","16","."
"38025","Dunn County, ND",".",".","10","2","0.06","0.057","7","2","0","13","4.3","74","17","."
"38053","McKenzie County, ND",".",".","11","1","0.06","0.059","12","3","1","11","3.6","19","7","."
"38057","Mercer County, ND",".",".","21","3","0.07","0.059","22","7","1","18","6.2","28","9","."
"38065","Oliver County, ND",".",".","15","2","0.07","0.061","24","4","1","14","5","39","12","."
"38105","Williams County, ND",".",".",".",".","0.06","0.059","264","41","3","22","9.6","76","23","."
"39001","Adams County, OH",".",".",".",".",".",".","24","8","1",".",".",".",".","."
"39003","Allen County, OH",".",".",".",".","0.08","0.068","7","4","1","19","9.9",".",".","."
"39007","Ashtabula County, OH",".",".",".",".","0.08","0.07","29","6","1",".",".",".",".","."
"39009","Athens County, OH",".",".",".",".",".",".",".",".",".","16","8.1",".",".","."
"39013","Belmont County, OH",".",".",".",".",".",".","33","10","2",".",".",".",".","."
"39017","Butler County, OH",".",".",".",".","0.08","0.069","47","10","2","26","13.3","106","42","0.01"
"39023","Clark County, OH",".",".",".",".","0.08","0.071","17","8","1","24","10.1",".",".","."
"39025","Clermont County, OH",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"39027","Clinton County, OH",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"39029","Columbiana County, OH",".",".",".",".",".",".","28","7","2",".",".","31","17","0.02"
"39035","Cuyahoga County, OH","7.8","4.6","53","13","0.08","0.069","66","25","3","26","13","95","41","0.06"
"39041","Delaware County, OH",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"39047","Fayette County, OH",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"39049","Franklin County, OH","1.6","1","39","9","0.08","0.073","13","5","1","24","10.7","41","22","0.01"
"39051","Fulton County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.06"
"39055","Geauga County, OH",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"39057","Greene County, OH",".",".",".",".","0.09","0.066",".",".",".","19","10","23","14","."
"39061","Hamilton County, OH","1.5","0.9","44","12","0.08","0.069","68","17","3","26","12","43","22","0.01"
"39081","Jefferson County, OH",".",".",".",".","0.08","0.066","52","12","4","26","11.9","40","25","."
"39083","Knox County, OH",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"39085","Lake County, OH","1.6","1.5",".",".","0.08","0.07","119","31","4","19","9.5","35","16","."
"39087","Lawrence County, OH",".",".",".",".","0.07","0.063","22","16","1","19","9.1","27","17","."
"39089","Licking County, OH",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"39091","Logan County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0"
"39093","Lorain County, OH",".",".",".",".","0.07","0.06",".",".",".","21","9.1","21","11","."
"39095","Lucas County, OH",".",".",".",".","0.08","0.068","29","8","1","22","10.2",".",".","."
"39097","Madison County, OH",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"39099","Mahoning County, OH",".",".",".",".","0.07","0.063","27","7","1","23","10.9","39","19","."
"39101","Marion County, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"39103","Medina County, OH",".",".",".",".","0.07","0.065",".",".",".","23","9.1",".",".","."
"39105","Meigs County, OH",".",".",".",".",".",".","33","6","1",".",".",".",".","."
"39109","Miami County, OH",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"39113","Montgomery County, OH","1.8","1.2",".",".","0.08","0.069",".",".",".","23","10.9","32","18","0.01"
"39115","Morgan County, OH",".",".",".",".",".",".","124","39","3",".",".",".",".","."
"39121","Noble County, OH",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"39133","Portage County, OH",".",".",".",".","0.07","0.058",".",".",".","23","8.9",".",".","."
"39135","Preble County, OH","1.5","0.4",".",".","0.07","0.067","16","5","1","21","9.7",".",".","."
"39145","Scioto County, OH",".",".",".",".",".",".","14","4","1","18","9.4","40","17","."
"39151","Stark County, OH","1.3","0.9",".",".","0.08","0.07",".",".",".","28","12",".",".","0.02"
"39153","Summit County, OH","1.3","0.8",".",".","0.07","0.06","59","19","3","25","10.9",".",".","."
"39155","Trumbull County, OH",".",".",".",".","0.08","0.068",".",".",".","25","9.8","32","15","0.01"
"39165","Warren County, OH",".",".",".",".","0.09","0.067",".",".",".",".",".",".",".","."
"39167","Washington County, OH",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","0.01"
"39173","Wood County, OH",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"40001","Adair County, OK","0.6","0.4","6","4","0.07","0.066","5","2","0",".",".","62","17","."
"40013","Bryan County, OK",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"40015","Caddo County, OK",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"40017","Canadian County, OK",".",".","41","6","0.08","0.071",".",".",".",".",".",".",".","."
"40021","Cherokee County, OK",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"40027","Cleveland County, OK",".",".",".",".","0.08","0.069",".",".",".","21","9.9",".",".","."
"40031","Comanche County, OK",".",".",".",".","0.08","0.072",".",".",".","22","9.1",".",".","."
"40037","Creek County, OK",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"40043","Dewey County, OK",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"40067","Jefferson County, OK",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"40071","Kay County, OK",".",".",".",".","0.08","0.073","30","9","1","20","9.1",".",".","."
"40085","Love County, OK",".",".",".",".","0.09","0.078",".",".",".","22","10",".",".","."
"40087","McClain County, OK",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"40089","McCurtain County, OK",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"40097","Mayes County, OK",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"40101","Muskogee County, OK",".",".",".",".",".",".","37","9","2",".",".","74","24","."
"40109","Oklahoma County, OK","1","0.8","46","9","0.09","0.073","3","2","0","21","10","62","20","."
"40115","Ottawa County, OK",".",".",".",".","0.08","0.066",".",".",".",".",".","53","14","0.02"
"40121","Pittsburg County, OK",".",".",".",".","0.08","0.071",".",".",".","23","10",".",".","0.06"
"40125","Pottawatomie County, OK",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"40135","Sequoyah County, OK",".",".","28","6","0.08","0.067",".",".",".","22","9.7","58","19","."
"40143","Tulsa County, OK","1.6","1","38","8","0.1","0.072","48","19","2","22","10.4","67","19","0.01"
"41005","Clackamas County, OR",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"41009","Columbia County, OR",".",".",".",".","0.06","0.047",".",".",".",".",".",".",".","."
"41013","Crook County, OR",".",".",".",".",".",".",".",".",".","49","11",".",".","."
"41017","Deschutes County, OR",".",".",".",".","0.06","0.056",".",".",".",".",".",".",".","."
"41025","Harney County, OR",".",".",".",".",".",".",".",".",".","38","9.9",".",".","."
"41029","Jackson County, OR",".",".",".",".","0.08","0.067",".",".",".","85","14.5","71","39","."
"41033","Josephine County, OR",".",".",".",".",".",".",".",".",".","36","11.9",".",".","."
"41035","Klamath County, OR",".",".",".",".",".",".",".",".",".","50","13",".",".","."
"41037","Lake County, OR",".",".",".",".",".",".",".",".",".","94","14.6",".",".","."
